"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Winston-Salem","Winston-Salem","NC","Winston-Salem, NC","""Winston-Salem, NC""",105,2.37470167064439,64.74,9.4313,9.4607,111800,0.449236298292902,1.26811594202899,0.0265652951699464,46.4,0.178723001500432,0.045360625683935,114
"City","Richmond","Richmond","VA","Richmond, VA","""Richmond, VA""",106,0.984945841747751,86.58,12.537,10.3828,144000,0.699300699300699,3.52264557872035,0.0189583333333334,365.2,0.216665199596421,0.0450993740804504,73
"City","Boca Raton","Boca Raton","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",107,3.7295759133468,81.96,,,288400,0.278164116828929,9.28381962864722,-0.00305825242718449,79.7,0.100172780424827,0.0595616941512519,110
"City","Oxnard","Oxnard","CA","Ventura, CA","""Oxnard-Thousand Oaks-Ventura, CA""",108,6.32733614833854,83.93,8.9891,0.9655,414700,0.290205562273277,5.38754764930114,0.0290957318543525,59.3,0.11932643245428,0.042518219335272,72
"City","Bradenton","Bradenton","FL","North Port-Sarasota-Bradenton, FL","""North Port-Sarasota-Bradenton, FL""",109,3.75619607123187,74.87,,,191700,0.947867298578199,10.3626943005181,-0.0123265519040167,85.4,0.13740963279979,0.0616791600027313,99
"City","Santa Rosa","Santa Rosa","CA","Santa Rosa, CA","""Santa Rosa, CA""",110,9.0673765375436,88.89,3.8135,0.908,480200,0.755350398657155,9.88558352402746,0.0299062890462307,70.2,0.0676903657557773,0.0235890331668581,53
"City","Des Moines","Des Moines","IA","Des Moines, IA","""Des Moines-West Des Moines, IA""",111,2.14246374150909,87.16,6.9686,7.4784,113600,0.264783759929391,3.08529945553539,0.0218485915492959,57.1,0.123324724447801,0.0550492363838448,86
"City","Reno","Reno","NV","Reno, NV","""Reno, NV""",112,6.05470901413622,85.06,5.4778,3.3001,270000,1.01010101010101,15.8798283261803,0.0485666666666666,78.2,0.134606583759308,0.0504391531724984,56
"City","Spokane","Spokane","WA","Spokane, WA","""Spokane-Spokane Valley, WA""",113,5.92252616118965,85.71,6.2838,5.3705,147700,0.750341064120055,8.52314474650992,0.0342924847664183,41.7,0.149898705365503,0.0398558314269926,74
"City","Augusta","Augusta","GA","Augusta, GA","""Augusta-Richmond County, GA-SC""",114,3.17973196254819,77.94,,,80200,0.50125313283208,5.80474934036939,0.0324438902743143,70.3,0.254186481865104,0.044626868859073,102.5
"City","Tacoma","Tacoma","WA","Seattle, WA","""Seattle-Tacoma-Bellevue, WA""",115,2.67394896273178,82.01,13.8543,8.6793,204000,0.99009900990099,9.67741935483871,0.0587794117647058,79.1,0.191230263903282,0.0588506018987022,63
"City","Grand Rapids","Grand Rapids","MI","Grand Rapids, MI","""Grand Rapids-Wyoming, MI""",116,5.16339269322563,88.14,,,107200,0.657276995305164,7.41482965931864,0.0329104477611941,70.5,0.14385337815371,0.0282146791835852,67
"City","Oceanside","Oceanside","CA","San Diego, CA","""San Diego-Carlsbad, CA""",117,7.56563245823389,89.08,4.4335,1.3964,436600,0.506445672191529,5.84242424242424,0.0205199267063674,53.7,0.0985412839831992,0.0265945119797188,62
"City","Gainesville","Gainesville","FL","Gainesville, FL","""Gainesville, FL""",118,1.8854415274463,67.35,,,141800,0.424929178470255,4.88165680473373,0.00264456981664307,70.2,0.200669989495032,0.0575951383710294,110
"City","Woodbridge","Woodbridge","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",119,3.52120433266018,84.3,7.9158,4.4501,281000,0.17825311942959,3.42289289657711,0.00427758007117429,28.6,0.186544572702921,0.0289430201892758,69
"City","Ocala","Ocala","FL","Ocala, FL","""Ocala, FL""",120,2.44905452542684,66.96,,,105200,0.477554918815664,7.67656090071648,0.0303802281368821,96.5,0.247968810263605,0.0667305709782887,105
"City","Glendale","Glendale","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",121,5.54525426840463,92.59,4.6595,2.5362,690000,0.130605137135394,6.02335586969883,0.0170608695652175,92.1,0.0520187562540205,0.0144028851629193,53
"City","Boise","Boise","ID","Boise City, ID","""Boise City, ID""",122,7.23976500826143,86.34,,,185100,0.162337662337662,6.19621342512909,0.0474716369529984,26,0.157894931147004,0.0133181525524386,59
"City","Greenville","Greenville","SC","Greenville, SC","""Greenville-Anderson-Mauldin, SC""",123,6.54396915733431,87.1,4.4678,0.0888,135900,0.443458980044346,4.3778801843318,0.0229065489330389,39.4,0.103684379189291,0.0417830597149105,80
"City","Birmingham","Birmingham","AL","Birmingham, AL","""Birmingham-Hoover, AL""",124,0.727005691206169,74.63,18.3711,14.0392,60000,0.671140939597315,4.16666666666667,0.0229166666666667,212.4,0.293166342537955,0.0562591072566035,99
"City","Salt Lake City","Salt Lake City","UT","Salt Lake City, UT","""Salt Lake City, UT""",125,7.82357260877547,88.24,,,238600,0.80270384452894,5.71555161719096,0.0569027661357921,43.4,0.174772297449028,0.0131903552897484,69.5
"City","Huntington Beach","Huntington Beach","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",126,8.91499908206352,92.23,2.0394,0.4548,707300,0.668943922573299,4.69212551805802,0.00928601724869216,30.5,0.0524981834561189,0.0194597201085607,63
"City","Akron","Akron","OH","Akron, OH","""Akron, OH""",127,0.283642371947861,69.14,22.5694,10.2635,61600,0.16260162601626,0,0.0156006493506493,90.2,0.286890148630503,0.0512582158675839,93
"City","Rockford","Rockford","IL","Rockford, IL","""Rockford, IL""",128,0.830732513310079,53.57,,,75500,0.398936170212766,1.20643431635389,0.0448874172185429,149.3,0.333775366539239,0.0538018376811325,89
"City","Salinas","Salinas","CA","Salinas, CA","""Salinas, CA""",129,7.77400403892051,93.94,9.9219,2.0697,373200,0.728744939271255,8.39384257914609,0.0508976420150054,58,0.127245986360983,0.0452162787559068,72
"City","Worcester","Worcester","MA","Worcester, MA","""Worcester, MA-CT""",130,1.41086836790894,35.71,11.1063,5.6562,190000,0.742311770943796,5.84958217270195,0.0245578947368421,50.9,0.216496146012029,0.0822401020567187,84
"City","Moreno Valley","Moreno Valley","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",131,4.30328621259409,82.09,9.8621,4.1683,257200,0.46875,6.23709211069806,0.0543040435458786,68.6,0.180709536654546,0.0466176937269953,71
"City","Little Rock","Little Rock","AR","Little Rock, AR","""Little Rock-North Little Rock-Conway, AR""",132,0.940884890765559,81.53,13.2064,7.0645,124200,-0.160771704180064,-1.27186009538951,0.0171256038647343,75.8,0.157191112257297,0.0477005023627238,93
"City","Port Saint Lucie","Port Saint Lucie","FL","Port St. Lucie, FL","""Port St. Lucie, FL""",133,5.95190012851111,80.34,,,156900,1.03026400515132,16.5676077265973,0.0625047801147227,100.3,0.195242027757564,0.0859634339708029,90
"City","Providence","Providence","RI","Providence, RI","""Providence-Warwick, RI-MA""",134,0.854598861758766,69.44,11.0386,9.7027,156300,-0.12779552715655,4.26951300867245,0.0326231605886116,74.9,0.26550102760091,0.0627117951738068,98
"City","Amarillo","Amarillo","TX","Amarillo, TX","""Amarillo, TX""",135,6.75601248393611,89.58,,,106000,0.0944287063267233,2.41545893719807,0.0375000000000001,36.5,0.120827727665709,0.0230450757484248,82
"City","Lancaster","Lancaster","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",136,1.98182485771985,80.95,13.1307,5.8185,206400,0.584795321637427,4.77157360406091,0.0127858527131783,181.4,0.228984785105999,0.0543380387268078,88
"City","Fort Collins","Fort Collins","CO","Fort Collins, CO","""Fort Collins, CO""",137,9.56489810905085,96.76,1.6915,0.2504,308300,1.18148999015425,13.5125184094256,0.0388809601037949,55.2,0.0697351258912646,0.00624250897425445,52
"City","Shreveport","Shreveport","LA","Shreveport, LA","""Shreveport-Bossier City, LA""",138,3.81861575178998,81.58,,,94300,0.106157112526539,2.94759825327511,0.0232873806998939,48.2,0.14955963899897,0.0454395680591101,103.5
"City","Evansville","Evansville","IN","Evansville, IN","""Evansville, IN-KY""",139,4.44464843032862,,,,99800,0.604838709677419,2.99277605779154,0.0166633266533067,25.4,0.165845817806976,0.0382147515421837,
"City","Yonkers","Yonkers","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",140,2.14429961446668,100,,,375500,0.401069518716578,1.21293800539084,0.00512383488681767,15.3,0.129634479251794,0.128222483354653,132
"City","Hayward","Hayward","CA","San Francisco, CA","""San Francisco-Oakland-Hayward, CA""",141,7.68496420047733,97.5,6.1117,1.0029,490000,1.07260726072607,9.375,0.0332591836734695,57.6,0.087044425152857,0.0448714652052073,51
"City","Fort Lauderdale","Fort Lauderdale","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",142,3.18248577198458,82.41,,,271000,0.931098696461825,6.60896931549961,-0.0111623616236163,93.4,0.158065148723599,0.0949617492833437,122
"City","Chattanooga","Chattanooga","TN","Chattanooga, TN","""Chattanooga, TN-GA""",143,3.25867449972462,81.4,,,119900,0.418760469011725,2.47863247863248,0.0246622185154295,55.6,0.135759975624199,0.0262628321953764,85
"City","Columbus","Columbus","GA","Columbus, GA","""Columbus, GA-AL""",144,0.918854415274463,77.66,,,90700,-0.22002200220022,1.0022271714922,0.0332083792723263,43.8,0.267479132742385,0.0372859022701767,100
"City","Aurora","Aurora","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",145,1.15384615384615,47.62,,,149700,0.200803212851406,2.32399179767601,0.0259786239144957,59.7,0.272719548631207,0.0712409519865852,106
"City","Ontario","Ontario","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",146,5.29282173673582,95.12,8.649,3.9359,341600,0.441046750955601,5.92248062015504,0.0509806791569087,69.1,0.113902500822045,0.0463814034789295,64
"City","Jackson","Jackson","MS","Jackson, MS","""Jackson, MS""",147,4.15549843950799,,,,63300,-0.471698113207547,7.83645655877342,0.0332859399684045,15.2,0.270157322057161,0.0472955415453779,99.5
"City","Grand Prairie","Grand Prairie","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",148,6.67523407380209,81.54,9.7076,4.7124,144700,0.555941626129256,15.115354017502,0.063130615065653,38.9,0.06598295405053,0.0446004865169342,55
"City","Rancho Cucamonga","Rancho Cucamonga","CA","Riverside, CA","""Riverside-San Bernardino-Ontario, CA""",149,4.78336699100422,94.25,6.0738,1.5416,437100,0.0915960613693611,1.13373438223045,0.0317524593914436,84.6,0.0966295750815413,0.0376076913109013,65
"City","Overland Park","Overland Park","KS","Kansas City, MO","""Kansas City, MO-KS""",150,9.27115843583624,,,,241200,0.249376558603491,6.67846085802742,0.0359452736318409,7.8,0.0805689467935305,0.0141265024760693,83
"City","Newport News","Newport News","VA","Virginia Beach, VA","""Virginia Beach-Norfolk-Newport News, VA-NC""",151,1.70827978703874,84.38,,,164800,-0.0606428138265616,2.16986980781153,0.00647451456310688,10.3,0.294002503416234,0.0412897061264496,97
"City","Garden Grove","Garden Grove","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",152,7.82081879933909,94.44,3.6319,0.8475,486100,0.683512841756421,6.95269526952695,0.0185147089076321,34,0.0813669164298721,0.0409992317885516,59
"City","Killeen","Killeen","TX","Killeen, TX","""Killeen-Temple, TX""",153,3.67174591518267,88.89,,,98700,0.304878048780488,2.06825232678387,0.0331205673758865,82.9,0.358362833752138,0.0404632811021432,107
"City","Roanoke","Roanoke","VA","Roanoke, VA","""Roanoke, VA""",154,2.31870754543786,81.1,14.2444,6.5636,139300,0.65028901734104,-0.571020699500357,0.0211270638908829,30.1,0.154101972293494,0.0341146979482336,98
"City","Tempe","Tempe","AZ","Phoenix, AZ","""Phoenix-Mesa-Scottsdale, AZ""",155,6.87993390857353,79.65,4.596,3.4424,235700,0.855798031664527,8.16888480954566,0.0401569792108614,64.5,0.154163522894283,0.0156108976029523,56
"City","Vancouver","Vancouver","WA","Portland, OR","""Portland-Vancouver-Hillsboro, OR-WA""",156,7.72168165962915,89.08,5.5039,3.9883,235500,0.89974293059126,10.252808988764,0.0515966029723991,43.6,0.0920046689206416,0.0368707525986347,56.5
"City","Huntsville","Huntsville","AL","Huntsville, AL","""Huntsville, AL""",157,3.68367908940701,80.34,9.2251,4.752,133700,-0.149365197908887,0.450788880540947,0.0317352281226626,60.4,0.157145432180777,0.0232646210927912,125
"City","El Cajon","El Cajon","CA","San Diego, CA","""San Diego-Carlsbad, CA""",158,4.58417477510556,95.45,7.3731,1.4923,425400,0.282885431400283,5.06297851321314,0.0183615420780443,56.7,0.102689341725037,0.0325412219202387,56
"City","Palmdale","Palmdale","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",159,2.80980356159354,79.31,16.1917,3.8713,233300,0.647109577221743,7.61070110701107,0.0171967423917703,148.4,0.200261839288206,0.0532160568581257,85
"City","Topeka","Topeka","KS","Topeka, KS","""Topeka, KS""",160,7.61611896456765,,,,91200,0.440528634361234,1.33333333333333,0.0421600877192982,2.1,0.159402797754581,0.037833484494098,
"City","Elk Grove","Elk Grove","CA","Sacramento, CA","""Sacramento--Roseville--Arden-Arcade, CA""",161,5.90141362217734,83.16,7.2244,2.1184,349800,0.632911392405063,6.90709046454768,0.0482046883933676,72.1,0.133037470904883,0.0415453946443809,61
"City","Pueblo","Pueblo","CO","Pueblo, CO","""Pueblo, CO""",162,4.83752524325317,90.48,10.9913,3.5227,121800,0.744416873449132,10.2262443438914,0.0532758620689655,93.5,0.172367164210313,0.0358631257735312,72
"City","Fredericksburg","Fredericksburg","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",163,2.53901230034882,73.01,7.1846,4.3882,233400,0.0857632933104631,2.05509400961959,-0.00389031705227083,24.6,0.207053080344193,0.0290147162163104,83
"City","Cape Coral","Cape Coral","FL","Fort Myers, FL","""Cape Coral-Fort Myers, FL""",164,7.76849642004773,89.35,,,188100,0.69593147751606,10.0643651258046,0.041217437533227,107.7,0.106650025950371,0.068117427725186,117
"City","Springfield","Springfield","MA","Springfield, MA","""Springfield, MA""",165,0.547090141362218,88.46,11.6071,6.6564,127900,0.156617071260767,1.91235059760956,0.0142376856919468,71.4,0.224568742956206,0.113398185927456,92
"City","Pembroke Pines","Pembroke Pines","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",166,3.73691940517716,82.14,,,251800,0.72,7.74497218656397,-0.00512311358220807,102.4,0.115273679589245,0.102685709386027,94
"City","Murfreesboro","Murfreesboro","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",167,7.07453644207821,91.34,3.7244,4.0063,172300,0.407925407925408,8.2286432160804,0.027852582704585,57.6,0.0874291672337832,0.0160013589093934,68
"City","Clarksville","Clarksville","TN","Clarksville, TN","""Clarksville, TN-KY""",168,3.14393243987516,77.22,,,136100,0.147167034584253,0.665680473372781,0.0357972079353417,95.3,0.23312782108625,0.0231735652420623,102
"City","Naperville","Naperville","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",169,3.30824306957959,72.79,,,365700,-0.218281036834925,-1.26889848812095,0.0146704949412086,31.3,0.099257057993456,0.0327565175830097,111.5
"City","Peoria","Peoria","AZ","Phoenix, AZ","""Phoenix-Mesa-Scottsdale, AZ""",170,5.13401872590417,74,6.5759,2.9305,225800,0.534283170080142,5.81068416119963,0.0338529672276351,72.3,0.183605568756306,0.0179392939606862,64.5
"City","Fairfax","Fairfax","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",171,7.80796768863595,83.84,2.3078,0.9014,497800,-0.240480961923848,-0.777356986246761,-0.011163117717959,8,0.0814118334024611,0.0127307863952925,70
"City","Santa Clarita","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",172,4.6814760418579,86.58,5.7804,2.0757,455500,0.418871252204586,3.64050056882821,0.0112469813391878,109.5,0.0930553174877368,0.0344908724720332,64
"City","Pomona","Pomona","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",173,3.60749036166697,85.37,7.2296,1.6254,333400,0.270676691729323,2.74268104776579,0.0105908818236353,107.1,0.0981349561537535,0.048467501492545,71
"City","Kansas City","Kansas City","KS","Kansas City, MO","""Kansas City, MO-KS""",174,6.76978153111805,,,,67800,0.444444444444444,7.79014308426073,0.0366666666666666,4.4,0.296839421721752,0.042091636682349,83
"City","Boynton Beach","Boynton Beach","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",175,3.11639434551129,80.92,,,202400,0.546448087431694,11.0867178924259,0.00438241106719373,77.4,0.129333210891233,0.0840548246568295,96
"City","Syracuse","Syracuse","NY","Syracuse, NY","""Syracuse, NY""",176,1.5458050302919,,,,78300,-0.127551020408163,3.43461030383091,0.0238058748403576,31.8,0.15684925244144,0.0741339369536068,97
"City","Salem","Salem","OR","Salem, OR","""Salem, OR""",177,4.5125757297595,84.52,9.8204,11.04,192300,0.786163522012579,8.82852292020373,0.0532969318772751,51.3,0.131908429051902,0.0466204333938647,76
"City","Hollywood","Hollywood","FL","Miami-Fort Lauderdale, FL","""Miami-Fort Lauderdale-West Palm Beach, FL""",178,4.23535891316321,85.33,,,212400,0.998573466476462,11.4375655823715,0.00168079096045193,122.2,0.144333999586686,0.0889784013707228,105
"City","Paterson","Paterson","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",179,0.044060950982192,60,11.1035,7.2279,205500,-1.15440115440115,-5.69068379990821,-0.00862773722627741,82.7,0.375222663061081,0.268739238994525,135
"City","Lakewood","Lakewood","CO","Denver, CO","""Denver-Aurora-Lakewood, CO""",180,9.65760969340922,99.48,3.6692,0.8443,311200,1.30208333333333,15.5159613956941,0.0555044987146529,51.3,0.0465632863274023,0.00727750935715507,51
"City","Alexandria","Alexandria","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",181,7.91995593904902,83.89,5.2974,1.922,494300,0.631107491856678,3.97559949516197,-0.000608941938094243,18.6,0.130230981962616,0.0107602175632451,67
"City","Dayton","Dayton","OH","Dayton, OH","""Dayton, OH""",182,0.404809987148889,64.18,18.8776,12.7924,48000,0.418410041841004,-1.03092783505155,0.0268333333333333,91.2,0.385717108446925,0.0523188217154484,99
"City","Yuma","Yuma","AZ","Yuma, AZ","""Yuma, AZ""",183,4.24086653203598,75,16.3738,4.907,130400,0.307692307692308,3.00157977883096,0.0544095092024539,41.4,0.276192234232501,0.0278107870063197,113
"City","Sunnyvale","Sunnyvale","CA","San Jose, CA","""San Jose-Sunnyvale-Santa Clara, CA""",184,9.98806682577566,100,0.4717,,1329100,1.04919029879115,22.735247945332,0.0642404634715221,41.8,0.022287634303737,0,38
"City","Visalia","Visalia","CA","Visalia, CA","""Visalia-Porterville, CA""",185,5.95832568386268,80.68,7.5501,3.6093,192600,0.208116545265349,7,0.0502128764278298,70.4,0.20463811364003,0.0308133743918748,81
"City","Las Cruces","Las Cruces","NM","Las Cruces, NM","""Las Cruces, NM""",186,2.54819166513677,66.67,,,137300,0.0728862973760933,-0.145454545454545,0.0335833940276766,34.7,0.266578610149558,0.0418643174863457,127
"City","Charleston","Charleston","SC","Charleston, SC","""Charleston-North Charleston, SC""",187,8.25592069028823,76.92,4.1925,0.7903,251200,0.641025641025641,10.0788781770377,0.0308121019108281,40.7,0.104097250062277,0.0298988072263574,88
"City","Bridgeport","Bridgeport","CT","Stamford, CT","""Bridgeport-Stamford-Norwalk, CT""",188,0.201028088856251,80,13.0794,6.5384,150500,0.467289719626168,-2.39948119325551,0.000272425249169483,100,0.354314588545902,0.123958545537178,102
"City","Eugene","Eugene","OR","Eugene, OR","""Eugene, OR""",189,5.74811823021847,85.64,6.9499,4.98,236000,0.340136054421769,4.88888888888889,0.0290084745762711,33,0.109588129033273,0.0434416336025561,72
"City","Escondido","Escondido","CA","San Diego, CA","""San Diego-Carlsbad, CA""",190,6.18413805764641,91.23,5.0333,1.3974,400900,0.325325325325325,3.48477026329375,0.0138313793963583,52.2,0.0932006504823436,0.0359199444783815,67
"City","Midland","Midland","TX","Midland, TX","""Midland, TX""",191,4.53185239581421,100,,,188600,-0.422386483632524,0.801710315339391,0.0355991516436904,43.9,0.0852400366521694,0.0082828750189942,95
"City","Newark","Newark","DE","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",192,2.62438039287681,75.9,,,206000,0.5859375,1.92973775358733,0.0148689320388349,6.1,0.146654265148927,0.0671256121861073,84
"City","Sugar Land","Sugar Land","TX","Houston, TX","""Houston-The Woodlands-Sugar Land, TX""",193,9.36111621075822,,,,280700,0.645392613840086,6.16490166414523,0.0368934805842536,18.4,0.0481582968112145,0.0132867006347951,66.5
"City","Round Rock","Round Rock","TX","Austin, TX","""Austin-Round Rock, TX""",194,8.82136956122636,86,,,219100,0.504587155963303,10.1558572146807,0.0312414422638065,27.2,0.0744769056553677,0.0128377545598244,60.5
"City","Hampton","Hampton","VA","Virginia Beach, VA","""Virginia Beach-Norfolk-Newport News, VA-NC""",195,1.96713787405911,83.61,,,152900,-0.260926288323549,1.39257294429708,0.00649444081098749,7.6,0.263813119981903,0.043311533995386,108.5
"City","Pasadena","Pasadena","CA","Los Angeles-Long Beach-Anaheim, CA","""Los Angeles-Long Beach-Anaheim, CA""",196,7.62988801174959,89.87,2.1213,1.181,701300,0.142795944595173,6.45112325440194,0.0173021531441608,96.9,0.0452511953579522,0.0332888653774015,60
